GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008,2008,,AMR,2008,2008,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,415700.4,415700.40000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008,2008,,AMR,2008,2008,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.018,0.01833,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2008,2008,,AMR,2008,2008,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.04,0.04024,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2008,2008,,AMR,2008,2008,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.184,0.18355,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008,2008,,AMR,2008,2008,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,11758.96,11758.96000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2008,2008,,AMR,2008,2008,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,37039.25,37039.25000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2008,2008,,AMR,2008,2008,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,271957.2,271957.20000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,71.2,71.18636,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,0,0.00043,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,828.37,828.36990,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,1376.302,1376.30200,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,48.9,48.94585,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,40.4,40.37586,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.005,0.00516,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,89754.74,89754.74000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,84667.58,84667.58000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,3594.462,3594.46200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,2374537,2374537.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,1565646,1565646.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,20.5,20.49335,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,0.111,0.11106,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,52863.36,52863.36000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,169664.5,169664.50000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,77,77.02657,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.002,0.00166,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.004,0.00411,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,97323.55,97323.55000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,485673.8,485673.80000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,6188794,6188794.00000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,481304.3,481304.30000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,5219532,5219532.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,0.001,0.00127,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.012,0.01249,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,453207.3,453207.30000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,1959735,1959735.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.018,0.01788,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.18,0.17999,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,11662.08,11662.08000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,296100.5,296100.50000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,281349.1,281349.10000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2009,2009,,AMR,2009,2009,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,7.4,7.42496,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,MLE,Male,,,,,,,,0.023,0.02266,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,0,0.00041,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,200.045,200.04460,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,96856.62,96856.62000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,814.682,814.68190,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,49.1,49.13346,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.005,0.00511,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,89947.86,89947.86000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,2269.476,2269.47600,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,3550.997,3550.99700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,2395437,2395437.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,28.2,28.21256,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,20.6,20.63593,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,70883.55,70883.55000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,53447.42,53447.42000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,585674.8,585674.80000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,174712.6,174712.60000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.018,0.01824,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.002,0.00161,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,97820.37,97820.37000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,486247.4,486247.40000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,6217035,6217035.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,5246592,5246592.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,0.006,0.00623,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.012,0.01230,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,470689.3,470689.30000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,454230.6,454230.60000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,0.008,0.00768,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.018,0.01752,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.084,0.08411,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,6834.835,6834.83500,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,11568.27,11568.27000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,299189.4,299189.40000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,MLE,Male,,,,,,,,0.022,0.02184,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,197.376,197.37640,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,793.846,793.84580,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,58.3,58.25514,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,49.3,49.33968,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,0.003,0.00346,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,0.017,0.01714,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,93668.85,93668.85000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,90147.13,90147.13000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,2253.429,2253.42900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,3296321,3296321.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,28.4,28.40019,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.056,0.05559,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,71328.76,71328.76000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,11825.98,11825.98000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,597998.7,597998.70000,,,,,
